rating,date,review,platform,sentiment,clean,Clean_text_length,text_length_category
1,2024-12-29,"This app is very disappointing It runs extremely slowly most
                  items are out of stock and orders are canceled from there
                  side without any valid reason Even after placing an order
                  they inform at the last moment that the location is in a
                  hyperlocation zone Its just a waste of time",jiomart,Negative,this very disappointing runs extremely slowly most items stock orders canceled from there side without valid reason even after placing order they inform last moment that location hyperlocation zone just waste time,213,200-300
1,2024-12-24,"Very bad experience Half of items are not delivered
                  Unorganised App shows delivery with sharing OTP Many
                  missing items After many updated updates no use still many
                  time many of the items are not delivered  We started
                  restoring to FK AZN other apps which are precise in
                  delivering items",jiomart,Negative,very experience half items delivered unorganised shows delivery with sharing many missing items after many updated updates still many time many items delivered started restoring other apps which precise delivering items,219,200-300
1,2024-12-30,"Worstest Shopping one I ordered for  items they only
                  delivered  items total cost was  Remaing two were cost
                   Rs After the delivery person came all the items packed
                  in a covered believing all items were there I paid  After
                  I found  items costing  were missing amd that I paid 
                  extra I did chat with them on Jiomart app they said for the
                  items that were not available that amount is considered as
                  servive charge Worst fellows Robberers Cheaters
                  Plunderers",jiomart,Negative,worstest shopping ordered items they only delivered items total cost remaing were cost after delivery person came items packed covered believing items were there paid after found items costing were missing that paid extra chat with them jiomart they said items that were available that amount considered servive charge worst fellows robberers cheaters plunderers,362,Above 300
1,2024-12-22,"The worst app ever Very bad pricing and customer service is
                  the most worst thing Im trying to return a product from so
                  long but no proper response at all and very difficult to
                  connect to the agent for any queries Never going to order
                  anything ever from this site",jiomart,Negative,worst ever very pricing customer service most worst thing trying return product from long proper response very difficult connect agent queries never going order anything ever from this site,189,100-200
1,2024-12-17,"Very cheap service in AluvaIts been  days since I ordered
                  the groceries and I still havent received the delivery The
                  delivery date has passed Now when I look at the app I see
                  that the delivery date has been extended When I contact the
                  customer care the language is different I will never order
                  groceries from Jiomart again ",jiomart,Negative,very cheap service aluvaits been days since ordered groceries still havent received delivery delivery date passed when look that delivery date been extended when contact customer care language different will never order groceries from jiomart again,248,200-300
1,2024-12-16,"This was the worst experience I ever had in using eny
                  ecommerce platform They never deliver on time and always
                  cancel the order for reasons best known to them Very
                  irresponsible company Had I the option to give them minus
                  stars I would have done that",jiomart,Negative,this worst experience ever using ecommerce platform they never deliver time always cancel order reasons best known them very irresponsible company option give them minus stars would have done that,196,100-200
1,2024-12-18,"Its like a scamwhen we are trying to order one or more item
                  below  theyll reject our order after  days If we
                  purchase bulk one or more items were missingi complain it to
                  customer care and their response like its normal we are
                  trying to repay you repayment done beforei checked my
                  statement and nothing is credited till now no amount is
                  creditedloss is our loss only no sincerity in selling very
                  bad service of jio",jiomart,Negative,like scamwhen trying order more item below theyll reject order after days purchase bulk more items were missingi complain customer care their response like normal trying repay repayment done beforei checked statement nothing credited till amount creditedloss loss only sincerity selling very service,299,200-300
1,2024-12-29,"Fake app For  hours it didnt allow to login Next day
                  tried to place order on every product it is asking me to
                  select location But after turning on the location it doesnt
                  recognise n Even nt allow to manually enter Waste of time
                  Dont download no use",jiomart,Negative,fake hours didnt allow login next tried place order every product asking select location after turning location doesnt recognise even allow manually enter waste time dont download,179,100-200
1,2024-12-15,"It says that my order will be delivered in  to  minutes
                  Its been over an hour no update whatsoever unable to track
                  no chat support no customer support no call support Even
                  the number at store is a toll free number so no contact
                  Wont order from here again Useless and pathetic app",jiomart,Negative,says that order will delivered minutes been over hour update whatsoever unable track chat support customer support call support even number store toll free number contact wont order from here again useless pathetic,214,200-300
1,2024-12-14,"Fraud Company I ordered XXL and XL size thermal wear
                  products However they delivered only XL size product and in
                  the packaging they mentioned both XL and XXL size products
                  Also they marked both products as delivered I contacted
                  customer centre but they are not giving proper response
                  inspite of giving all relevant information This is really a
                  fraud company Please do not order anything from this company",jiomart,Negative,fraud company ordered size thermal wear products however they delivered only size product packaging they mentioned both size products also they marked both products delivered contacted customer centre they giving proper response inspite giving relevant information this really fraud company please order anything from this company,330,Above 300
1,2024-12-18,"The return policy of JioMart is absolutely terrible I
                  received a defective product and immediately applied for a
                  return on the very same day I got it For the past three
                  months their customer service has done nothing but give me
                  false promises without taking any real action Despite
                  repeated followups there has been no resolution and the
                  defective product is still lying with me This experience has
                  been extremely frustrating and I would not recommend JioMart
                  to anyone",jiomart,Negative,return policy jiomart absolutely terrible received defective product immediately applied return very same past three months their customer service done nothing give false promises without taking real action despite repeated followups there been resolution defective product still lying with this experience been extremely frustrating would recommend jiomart anyone,364,Above 300
1,2024-12-18,"Very bad experience with Jio used it for u hr first time and
                  its pathetic service I wanted to cancel prepaid oder on the
                  same day but it did not allow me to o cancel due to tech issue
                  which was confirmed by advisor also now half of th items from
                  the order is not available and i received directly refund and
                  not prior info given on that Kindly cancel my entire order
                  and refund the paid amount",jiomart,Negative,very experience with used first time pathetic service wanted cancel prepaid oder same allow cancel tech issue which confirmed advisor also half items from order available received directly refund prior info given that kindly cancel entire order refund paid amount,263,200-300
1,2024-12-19,"The worst experience that one can have with online shopping
                  app They promise delivery times that they cant meet Its
                  impossible to speak to anyone on the phone Their chats have
                  bots that run around on circles I dont have words for my
                  frustrations",jiomart,Negative,worst experience that have with online shopping they promise delivery times that they cant meet impossible speak anyone phone their chats have bots that around circles dont have words frustrations,196,100-200
1,2024-12-20,"Been a customer since the beginning of this app Recently
                  delivered a broken product which was not visible during
                  delivery Even if the product is not working they asked me to
                  claim warranty from the company and did not replacerefund
                  Guys please do not order from them anymore amazonflipkart is
                  far more better in return policies",jiomart,Negative,been customer since beginning this recently delivered broken product which visible during delivery even product working they asked claim warranty from company replacerefund guys please order from them anymore amazonflipkart more better return policies,251,200-300
1,2024-12-31,"They provided reliance prime credit card at gst 
                   when I go to pay with it it doesnt gives  discount 
                  the app isnt able to fatch the offer  if mistakenly
                  fatched the payment got cancelled When you launch any co
                  brand credit card please support card holders like tata neu
                  card does Other wise its called scaming to customer by
                  taking charge and not giving any value for it Reliance is
                  worst then tata in the shoping experience  for reliance
                  credit card holders too",jiomart,Negative,they provided reliance prime credit card when with doesnt gives discount isnt able fatch offer mistakenly fatched payment cancelled when launch brand credit card please support card holders like tata card does other wise called scaming customer taking charge giving value reliance worst then tata shoping experience reliance credit card holders,344,Above 300
1,2024-12-05,"The app accepts order for products which are out of stock I
                  am facing that at the time of delivery multiple items are
                  missing and the delivery person asks for OTP even before
                  handing over the order when you check there are items missing
                  and delivery person asks to raise the issue on app for refund
                  Bad experience as they should automatically process refund for
                  items not sent in delivery",jiomart,Negative,accepts order products which stock facing that time delivery multiple items missing delivery person asks even before handing over order when check there items missing delivery person asks raise issue refund experience they should automatically process refund items sent delivery,278,200-300
1,2024-12-17,"If you order an item pay for it and the price increases
                  before delivery they will cancel it citing technical error
                  give you a refund and ask you to buy again at a higher price
                  This has happened multiple times to me Please be warned This
                  is how they are scamming consumers",jiomart,Negative,order item price increases before delivery they will cancel citing technical error give refund again higher price this happened multiple times please warned this they scamming consumers,185,100-200
1,2024-12-18,"Very slow service than compitetor like Swiggy Instamart Zepto
                  and Blinkit No inapp order tracking features given Takes
                  more than an hour to deliver the products after it has been
                  placed Customers Care Chat feature in the app and via
                  WhatsApp is completely useless as it doesnt help in raising
                  the actual issue properly",jiomart,Negative,very slow service than compitetor like swiggy instamart zepto blinkit inapp order tracking features given takes more than hour deliver products after been placed customers care chat feature whatsapp completely useless doesnt help raising actual issue properly,259,200-300
1,2024-12-14,"Part of my grocery item were missing in delivery but invoice
                  its showing and amount charged and Delivery boy refused to
                  check open the bag for correctness of product Pls use other
                  platforms like Flipkart because theire primary business is
                  this one but for jio its just a part of their business just
                  time pass and unprofessional service If still want to use
                  this app then for every single item need create order so that
                  no item will miss",jiomart,Negative,part grocery item were missing delivery invoice showing amount charged delivery refused check open correctness product other platforms like flipkart because theire primary business this just part their business just time pass unprofessional service still want this then every single item need create order that item will miss,325,Above 300
1,2024-12-06,"Use this app only for COD Once the money is paid the
                  delivery is no longer a guarantee Three of my ordered items
                  were cancelled and i still have no clue as to why it
                  happened The app doesnt help in that Of the three items
                  refund was erected after  days and for one item the money
                  is not refunded  its a month already Best options are
                  Zepto Blinkit Swiggys insta mart",jiomart,Negative,this only once money paid delivery longer guarantee three ordered items were cancelled still have clue happened doesnt help that three items refund erected after days item money refunded month already best options zepto blinkit swiggys insta mart,246,200-300
1,2024-12-31,"This app doesnt work It shows areas for delivery but
                  doesnt deliver Refund shows the wrong amount email Id
                  doesnt update to the customer service team Its all just a
                  mess",jiomart,Negative,this doesnt work shows areas delivery doesnt deliver refund shows wrong amount email doesnt update customer service team just mess,130,100-200
2,2024-12-24,"Ordered items of one brand and getting them of other brands
                  Not acceptable Customer service is useless and close tickets
                  without resolution Never observed this in other platforms I
                  prefer this as it supports sodexo else I would have never",jiomart,Negative,ordered items brand getting them other brands acceptable customer service useless close tickets without resolution never observed this other platforms prefer this supports sodexo else would have never,200,200-300
1,2024-10-29,"Very bad service Some items are missing whenever the order is
                  placed Then we have to make a request to their customer care
                  and convince them to get the money for these missing items If
                  it is vegetable products the damage will be moreAt first one
                  or two items were missing now up to  items are missing I
                  would never recommend such an irresponsible app",jiomart,Negative,very service some items missing whenever order placed then have make request their customer care convince them money these missing items vegetable products damage will moreat first items were missing items missing would never recommend such irresponsible,254,200-300
1,2024-12-30,"I ordered some item on  dec in morning but it is not
                  delivered yet in the night  and I had paid for that there
                  is not any other option to connect with customer care in this
                  app I didnt get any item and my money back and there is no
                  option for cancelling the order tell me what to do customer
                  care no Is also not connecting",jiomart,Negative,ordered some item morning delivered night paid that there other option connect with customer care this didnt item money back there option cancelling order tell what customer care also connecting,194,100-200
2,2024-12-13,"Vegetable prices are low here compared to other grocery apps
                  But the delivery is a luck based system There is no guarantee
                  that itll get delivered within the time mentioned in the app
                  If you are lucky youll get it on time Even if they dont
                  deliver on time no option to cancel the order",jiomart,Negative,vegetable prices here compared other grocery apps delivery luck based system there guarantee that itll delivered within time mentioned lucky youll time even they dont deliver time option cancel order,199,100-200
1,2024-12-07,"I have not received the order But your system shows it
                  delivered How it is possible to deliver the item without
                  taking delivery code from me It is a system fault or cheating
                  by the delivery rider This is disgusting and painful to
                  customers  It is a dent on high reputation of JioMart It
                  appears to be the beginning of bigger fraud in deliverychain
                  ",jiomart,Negative,have received order your system shows delivered possible deliver item without taking delivery code from system fault cheating delivery rider this disgusting painful customers dent high reputation jiomart appears beginning bigger fraud deliverychain,248,200-300
1,2024-11-20,"Even though I have purchased from Jiomart many times most of
                  time I faced issuesSometimes small veg items went missing
                  otherwise some items are not available after ordering If you
                  are not in the city of nearby reliance smart store order will
                  be delayed upto  days and those gettig delivered late in
                  night Totally inconvenient approach No use providing
                  feedback many times  times they made my order undelivered
                  without any reason too after order confirmation on delivery
                  dayPathetic service",jiomart,Negative,even though have purchased from jiomart many times most time faced issuessometimes small items went missing otherwise some items available after ordering city nearby reliance smart store order will delayed upto days those gettig delivered late night totally inconvenient approach providing feedback many times times they made order undelivered without reason after order confirmation delivery daypathetic service,412,Above 300
1,2024-12-11,"Customer service and product delivery related so much problem
                  we are facing I used jio mart in more than  years Still
                  nathing improvement in Customer service and missing and wrong
                  item delivered in every order Need to improve your service
                  As of customer we have more than alternative open for my
                  location Please try to improve your service",jiomart,Negative,customer service product delivery related much problem facing used mart more than years still nathing improvement customer service missing wrong item delivered every order need improve your service customer have more than alternative open location please improve your service,275,200-300
1,2024-12-29,"Its the worst shopping app There is no proper customer
                  service Every order is delayed for hours without any real
                  reason Orders get cancelled from their end after many hours
                  This is highly unprofessional of them",jiomart,Negative,worst shopping there proper customer service every order delayed hours without real reason orders cancelled from their after many hours this highly unprofessional them,167,100-200
1,2024-12-17,"If there is a Negative Rating that would have been more
                  suitable Worst Service by Jio both at their store and on App
                  I had ordered via Jio Mart during its earlier stages and it
                  was pathetic  Rotten Veggies were delivered However I
                  thought they would have improved by now but there has been no
                  change Their Delivery timeliness are unpredictable  while
                  ordering it says  minutes but once ordered delivery
                  timeliness get changed to  day and you have no option to
                  complain about it",jiomart,Negative,there negative rating that would have been more suitable worst service both their store ordered mart during earlier stages pathetic rotten veggies were delivered however thought they would have improved there been change their delivery timeliness unpredictable while ordering says minutes once ordered delivery timeliness changed have option complain about,356,Above 300
1,2024-12-23,"jio marts delivery service is worst among all the online
                  grocery service providers Its delivery system is
                  unpredictable Sometimes u may be lucky one to get the order
                  ontime but mostly delayed If u really need anything in hurry
                  dont go for jio mart Recently got  packet of expired milk
                  and it took  days to process the refund However price
                  remains little less that other suppliers",jiomart,Negative,marts delivery service worst among online grocery service providers delivery system unpredictable sometimes lucky order ontime mostly delayed really need anything hurry dont mart recently packet expired milk took days process refund however price remains little less that other suppliers,287,200-300
1,2024-12-29,"I am extremely disappointed with your service I placed an
                  order for earphones on  Dec which was promised to be
                  delivered on  Dec However I received a false message
                  stating the delay was due to my unavailability I raised a
                  complaint with customer care and they assured me delivery
                  that night but it did not happen The same issue occurred on
                   Dec and the delivery agent rudely refused to deliver
                  asking me to pick it up myself Despite my urgent need the
                  product is still undelivered",jiomart,Negative,extremely disappointed with your service placed order earphones which promised delivered however received false message stating delay unavailability raised complaint with customer care they assured delivery that night happen same issue occurred delivery agent rudely refused deliver asking pick myself despite urgent need product still undelivered,347,Above 300
1,2024-10-24,"Worst experience from last  orders First they show that the
                  product is available on application but then the executive
                  calls and tell you that mam we have damaged pieces so we have
                  to cancel the order and then they cancel your complete order
                  While on other hand you receive a message stating your order
                  has been dispatched I am not able to understand what exactly
                  is going on heremy orders were cancelled due to
                  unavailability and issue at your end then you will process the
                  refund after  days",jiomart,Negative,worst experience from last orders first they show that product available application then executive calls tell that have damaged pieces have cancel order then they cancel your complete order while other hand receive message stating your order been dispatched able understand what exactly going heremy orders were cancelled unavailability issue your then will process refund after days,384,Above 300
2,2024-12-20,"It was great shopping app before a couple of updates due to
                  availability of full range of regular brands in pulses poha
                  soaps edible oils detergents biscuits oils rice tea
                  cosmetics etc but we now cant find even ParleG and who buys
                  kg Poha for rs  Cash on delivery option came back
                  hence installed the app again but still missing almost all
                  regular brands on each category we usually like to buy and
                  trust since long",jiomart,Negative,great shopping before couple updates availability full range regular brands pulses poha soaps edible oils detergents biscuits oils rice cosmetics cant find even parleg buys poha cash delivery option came back hence installed again still missing almost regular brands each category usually like trust since long,310,Above 300
1,2024-12-31,"I really appreciate how they pack and deliver mustard oil and
                  hit spray was double packed Above was my old review now they
                  are pathetic and service is worst No update on order Since
                  morning it is shipped whenever you call they say application
                  buy and not able to track order Changing delivery boys
                  Asking for cancel or receive order on ivr",jiomart,Negative,really appreciate they pack deliver mustard spray double packed above review they pathetic service worst update order since morning shipped whenever call they application able track order changing delivery boys asking cancel receive order,238,200-300
1,2024-11-29,"The app is worst to the core  Misleading users by showing
                  image with more quantity But you get only  quantityWhen you
                  try to return for the missing quantity the delivery executive
                  will reject your package citing the product is not matching
                  with the image shown in app For the past  month  I have
                  been talking with the customer care for my product to get
                  picked up Neither my product picked up nor the amount
                  refunded Worst customer service Horrible user
                  interfaceNevr recommend",jiomart,Negative,worst core misleading users showing image with more quantity only quantitywhen return missing quantity delivery executive will reject your package citing product matching with image shown past month have been talking with customer care product picked neither product picked amount refunded worst customer service horrible user interfacenevr recommend,350,Above 300
1,2024-12-15,"Such a worst app They say hyperlocal delivery initially and
                  will deliver within  min which will extend upto EOD
                  Customer care people cant do anything in any way They cant
                  even cancel the order I trusted jio and placed prepaid order
                  didnt get delivered even after  hrs Contacted Customer
                  care but they said to reject the items once the delivery guy
                  comes But the delivery guy denied to do so and marked my
                  order as delivered without my consent and OTP I lost money
                  and product",jiomart,Negative,such worst they hyperlocal delivery initially will deliver within which will extend upto customer care people cant anything they cant even cancel order trusted placed prepaid order didnt delivered even after contacted customer care they said reject items once delivery comes delivery denied marked order delivered without consent lost money product,348,Above 300
1,2024-10-26,"Very bad experience Few days back I ordered a weighing scale
                  but instead of it a lipstick was delivered and when I placed a
                  return request the status of it only shows return processing
                  but no one come for its pickup I called to their customer
                  care service  times but they only keep filing my same
                  complaint again and again and say that the issue will be
                  solved in  business days but no resolution provided yet",jiomart,Negative,very experience days back ordered weighing scale instead lipstick delivered when placed return request status only shows return processing come pickup called their customer care service times they only keep filing same complaint again again that issue will solved business days resolution provided,297,200-300
1,2024-12-06,"This is the worst app i have ever used to order groceries It
                  shows delivery in  minutes and they will deliver on next
                  day This is the second time i am facing the issue I called
                  customer support and they said we will definitely deliver
                  order before  pm We dont have option to cancel the order
                  also The last time i had terrible experience the order came
                  on next day and i was not available to receive the order and
                  the deliver guy started scolding me for not accepting the
                  order",jiomart,Negative,this worst have ever used order groceries shows delivery minutes they will deliver next this second time facing issue called customer support they said will definitely deliver order before dont have option cancel order also last time terrible experience order came next available receive order deliver started scolding accepting order,334,Above 300
1,2024-12-29,"The worst experience ever Even after scheduling the delivery
                  they are unable to deliver the products on time There is no
                  information on their part why there is delay Even when the
                  order is prepaid Also there is no option to cancel If you
                  cannot deliver on time then whats the point of scheduling
                  the delivery",jiomart,Negative,worst experience ever even after scheduling delivery they unable deliver products time there information their part there delay even when order prepaid also there option cancel cannot deliver time then whats point scheduling delivery,233,200-300
1,2024-12-21,"Totally not happy with the delivery service here At this
                  moment when I am writing this review I have not
                  received an order which was placed on   In the app
                  interface it showed that my order will be delivered by th 
                  This is missed than I got another delivery date which was 
                  th But after repeated enquiry and complaint there is not any
                  result till now It was a prepaid order  Totally disgusting",jiomart,Negative,totally happy with delivery service here this moment when writing this review have received order which placed interface showed that order will delivered this missed than another delivery date which after repeated enquiry complaint there result till prepaid order totally disgusting,282,200-300
1,2024-10-28,"customer please never even give a try dont use this app
                  total waste they give a call to resolve and no action will
                  be taken without notifying they cancel the order not even
                  good for one rating even in reliance store not much items are
                  there other super market is coming up with Better service
                  Delivery is toooo slow Instead we can go and buy in store My
                  orders reached me after a week that I ordered That too after
                  repeatedly calling them Hopeless app No much items also",jiomart,Negative,customer please never even give dont this total waste they give call resolve action will taken without notifying they cancel order even good rating even reliance store much items there other super market coming with better service delivery toooo slow instead store orders reached after week that ordered that after repeatedly calling them hopeless much items also,363,Above 300
1,2024-11-08,"Ive had terrible experiences with JioMart Multiple times
                  Ive paid for items that were never delivered with no prior
                  notice or refund The products that did arrive were often of
                  poor quality and barely usable Its frustrating to deal with
                  such inconsistent service and lack of accountability If
                  JioMart cant fulfill orders properly they should at least be
                  honest about it I wouldnt recommend this app to anyone
                  looking for reliable shopping",jiomart,Negative,terrible experiences with jiomart multiple times paid items that were never delivered with prior notice refund products that arrive were often poor quality barely usable frustrating deal with such inconsistent service lack accountability jiomart cant fulfill orders properly they should least honest about wouldnt recommend this anyone looking reliable shopping,361,Above 300
1,2024-12-21,"Very disappointed on the first order itselfordered trackpants
                  for  app says delivered  days before expected no call
                  from delivery agent or SMS message attempted thrice for some
                  sort of resolution nothing has happened I just keep hearing
                  wait for  days Please choose CoD or better yet another
                  app for shopping Terrible",jiomart,Negative,very disappointed first order itselfordered trackpants says delivered days before expected call from delivery agent message attempted thrice some sort resolution nothing happened just keep hearing wait days please choose better another shopping terrible,253,200-300
1,2024-11-10,"Worst experience for groceries and fruit The app says the
                  groceries will get delivered in  mins but once you order
                  you receive message that due technical issue your order is
                  delayed for  days Also the app doesnt provide any
                  cancellation option On top the refund takes  business days
                  Hope they improve",jiomart,Negative,worst experience groceries fruit says groceries will delivered mins once order receive message that technical issue your order delayed days also doesnt provide cancellation option refund takes business days hope they improve,224,200-300
1,2024-12-08,"One of the most pathetic app They dont have product then too
                  they take order  Once u place order they give u delivery date
                  of two three days then when delivery day comes they dont
                  deliver Delivery date keeps on changing After that product
                  automatically get return and they issue refund after kept u
                  waiting for  days Worst app and worst store to buy groceri
                  products",jiomart,Negative,most pathetic they dont have product then they take order once place order they give delivery date three days then when delivery comes they dont deliver delivery date keeps changing after that product automatically return they issue refund after kept waiting days worst worst store groceri products,298,200-300
1,2024-12-25,"Hello jio mart team Im using your app but cant logged in
                  appwhile I click on sign in page then after OTP send
                  successfully but cant verify OTP and page is closed
                  automatically I have try this process  or  times but I
                  cant so how can I place my order without login",jiomart,Negative,hello mart team using your cant logged appwhile click sign page then after send successfully cant verify page closed automatically have this process times cant place order without login,185,100-200
1,2024-12-07,"This app is full of lies and false promises They say its a
                  hyperlocal  min delivery but the order is delivered after
                   hours or even next day There is no cancellation option as
                  well The customer support is only from am to pm and they
                  have no updates regarding the order not can they cancel the
                  order",jiomart,Negative,this full lies false promises they hyperlocal delivery order delivered after hours even next there cancellation option well customer support only from they have updates regarding order they cancel order,202,200-300
1,2024-12-27,"Was Good but not now i have never seen such a worst app in my
                  Life dead slow all search results are wrong similar
                  products are showing irrelevant items Hi Developer This is
                  not an order issue please test the app in Jio Phone Next you
                  yourself will find the difficulty",jiomart,Negative,good have never seen such worst life dead slow search results wrong similar products showing irrelevant items developer this order issue please test phone next yourself will find difficulty,189,100-200
1,2024-12-28,"I ordered a  piece kurta set but i got only  piece from that
                  set and i placed a return request and i returned the product
                  as well but i didnt get the refund from the past  days and
                  also in order status also not updated as i returned the
                  product it shows only delivered state and i contacted the
                  customer care twice they are saying  hours and  days and 
                  days this is not correct they are responding neatly and this
                  is my first order from this app and this my worst experience",jiomart,Negative,ordered piece kurta only piece from that placed return request returned product well didnt refund from past days also order status also updated returned product shows only delivered state contacted customer care twice they saying hours days days this correct they responding neatly this first order from this this worst experience,330,Above 300
1,2024-12-24,"I ordered  products and the estimated delivery date is over
                  by almost  days which is really unacceptable Other
                  platforms deliver within  days but Jiomart has taken too
                  long This experience is disappointing and this will be my
                  last order I raised a query but received no informative
                  response Worst experience",jiomart,Negative,ordered products estimated delivery date over almost days which really unacceptable other platforms deliver within days jiomart taken long this experience disappointing this will last order raised query received informative response worst experience,249,200-300
1,2024-12-02,"I really have worst experience using JIOMART I order my
                  products today but they cancel my one product saying that its
                  not available Like seriously if you dont have the product in
                  your store then why is it showing in the cart And its
                  showing that the cancel item money has been  REFUNDED  and i
                  havent receive a single penny This happen to me twice and i
                  still havent received the money of the first one and its
                  showing money refund This is  Ridiculous  No proper
                  Management",jiomart,Negative,really have worst experience using jiomart order products today they cancel product saying that available like seriously dont have product your store then showing cart showing that cancel item money been refunded havent receive single penny this happen twice still havent received money first showing money refund this ridiculous proper management,347,Above 300
1,2024-12-17,"For those watching  minutes delivery It is not real for
                  sure I ordered on th and my delivery date is  So dont
                  fall for  minutes delivery And moreover no customer
                  support No cancellation of order support Nothing",jiomart,Negative,those watching minutes delivery real sure ordered delivery date dont fall minutes delivery moreover customer support cancellation order support nothing,151,100-200
1,2024-11-10,"I have ordered for the first time on jiomart bypassing my
                  frequent grocery apps But unfortunately the experience was
                  worst Three orders place by me were cancelled by the delivery
                  partner Within an hour of order placing I got a call from
                  jiomart stating the order has returned by delivery partner and
                  subsequently cancelled by them I dont think even they have
                  packed the items by then Very bad experience from such a big
                  company",jiomart,Negative,have ordered first time jiomart bypassing frequent grocery apps unfortunately experience worst three orders place were cancelled delivery partner within hour order placing call from jiomart stating order returned delivery partner subsequently cancelled them dont think even they have packed items then very experience from such company,335,Above 300
1,2024-12-06,"Complete scammers When you cancel an order and request a
                  refund they claim its successfully refunded and even
                  provide a reference numberbut its just your original
                  payment not a refund Their delivery service is just as bad
                  drivers ask you to come km away from your delivery address to
                  pick up your order Why would anyone use their service if you
                  have to leave your home Awful experiencenever use them
                  Youll regret it",jiomart,Negative,complete scammers when cancel order request refund they claim successfully refunded even provide reference numberbut just your original payment refund their delivery service just drivers come away from your delivery address pick your order would anyone their service have leave your home awful experiencenever them youll regret,327,Above 300
1,2024-12-20,"Dey show you products at cheap rate  but never deliver the
                  products they keep on extending the delivery date and finally
                  cancel it on their own so you see a product at less price
                  order it but you never get it Jio Mart does gimmick with you",jiomart,Negative,show products cheap rate never deliver products they keep extending delivery date finally cancel their product less price order never mart does gimmick with,156,100-200
1,2024-11-06,"Very bad experience Few days back I ordered a weighing scale
                  but instead of it a lipstick was delivered and when I placed a
                  return request the status of it only shows return processing
                  but no one come for its pickup I called to their customer
                  care service  times but they only keep filing my same
                  complaint again and again and say that the issue will be
                  solved in  business days but no resolution provided yet
                  Kindly do the needful",jiomart,Negative,very experience days back ordered weighing scale instead lipstick delivered when placed return request status only shows return processing come pickup called their customer care service times they only keep filing same complaint again again that issue will solved business days resolution provided kindly needful,312,Above 300
1,2024-12-11,"Very worst app please dont use this app If we return any
                  product on account of quality issue or on any other basis they
                  dont refund the amount they credit the same in jio mart
                  wallet and you cant use this amount for shopping on their
                  app Very cheater company Plj dont use this app for shopping
                  anything",jiomart,Negative,very worst please dont this return product account quality issue other basis they dont refund amount they credit same mart wallet cant this amount shopping their very cheater company dont this shopping anything,210,200-300
1,2024-11-13,"The worst app and facility I have ever used They take the
                  order with assurance to deliver by certain date keep on
                  changing the delivery date till you become disgusted and call
                  for cancellation which is not available on the order page
                  the order gets cancelled on your request  What about the
                  time wasted in the process I am not going to use it neither
                  I recommend anyone to use it",jiomart,Negative,worst facility have ever used they take order with assurance deliver certain date keep changing delivery date till become disgusted call cancellation which available order page order gets cancelled your request what about time wasted process going neither recommend anyone,272,200-300
